2016-10-13 05:48:58,186 	 <Dispatcher> 	 Level 45 	 missing	1476316138	4578678.5	1.23683094978	160.504989624	534.9609375	-99.0	-99.0	-1.0	-1.0	4578678.5	
2016-10-13 05:48:58,193 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316138	10.0	163.0	200.0	418.0	-99.0	-99.0	-1.0	-1.0	10.0	
2016-10-13 05:49:38,193 	 <Dispatcher> 	 Level 45 	 missing	1476316178	4058367.25	4.51224946976	193.227981567	717.578125	-99.0	-99.0	-1.0	-1.0	4058367.25	
2016-10-13 05:49:38,200 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316178	39.0	199.0	211.0	435.0	-99.0	-99.0	-1.0	-1.0	39.0	
2016-10-13 05:50:18,200 	 <Dispatcher> 	 Level 45 	 missing	1476316218	4339788.0	1.30092537403	160.504989624	481.25	-99.0	-99.0	-1.0	-1.0	4339788.0	
2016-10-13 05:50:18,207 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316218	8.0	164.0	199.0	413.0	-99.0	-99.0	-1.0	-1.0	8.0	
2016-10-13 05:50:58,202 	 <Dispatcher> 	 Level 45 	 missing	1476316258	4079372.5	4.68821239471	191.574279785	717.578125	-99.0	-99.0	-1.0	-1.0	4079372.5	
2016-10-13 05:50:58,209 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316258	40.0	197.0	211.0	435.0	-99.0	-99.0	-1.0	-1.0	40.0	
2016-10-13 05:51:38,210 	 <Dispatcher> 	 Level 45 	 missing	1476316298	4559442.0	3.12826919556	180.269668579	717.578125	-99.0	-99.0	-1.0	-1.0	4559442.0	
2016-10-13 05:51:38,218 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316298	32.0	184.0	208.0	435.0	-99.0	-99.0	-1.0	-1.0	32.0	
2016-10-13 05:52:18,216 	 <Dispatcher> 	 Level 45 	 missing	1476316338	4903022.5	2.5585565567	174.02015686	685.3515625	-99.0	-99.0	-1.0	-1.0	4903022.5	
2016-10-13 05:52:18,224 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316338	24.0	180.0	204.0	432.0	-99.0	-99.0	-1.0	-1.0	24.0	
2016-10-13 05:52:58,218 	 <Dispatcher> 	 Level 45 	 missing	1476316378	5328443.5	4.09823417664	191.574279785	524.21875	-99.0	-99.0	-1.0	-1.0	5328443.5	
